PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Corder, G. D.				Corder, Glen/K-3133-2014	Corder, Glen/0000-0001-8733-1248			Insights from case studies into sustainable design approaches in the minerals industry								MINERALS ENGINEERING				76		SI		47	57		10.1016/j.mineng.2014.12.015				MAY 15 2015	2015	The concept of sustainability, which is now well entrenched in the minerals industry, can be an effective driver for higher levels of innovation. With the minerals industry venturing into riskier locations, new mining projects need to deliver both strong sustainability benefits while meeting the necessary technical and financial requirements. Improved approaches to recycling, resources conservation, energy and water efficiency, greenhouse gas reduction, biodiversity, local enterprise development, and community development programs all meet the aims of good sustainability practice and require innovative techniques to move away from the 'business as usual' paradigm. This paper outlines the recent developments on the SUSOP sustainability opportunities and risks framework, which utilises the Five Capitals sustainability model, to provide a holistic approach for delivering enhanced environmental, social and community outcomes into mining and minerals projects. Case studies where this framework has been applied are discussed and the key emerging themes such as the benefits of better engagement with local stakeholders, the value from creation of local enterprises, and misperceptions of costs related to sustainability outcomes are highlighted. (C) 2014 Elsevier Ltd. All rights reserved.									7	1	0	0	0	7	2	30	0892-6875			WOS:000353750500007		
J	Mokria, Mulugeta; Gebrekirstos, Aster; Aynekulu, Ermias; Braeuning, Achim				MOKRIA, MULUGETA GEMI/I-6415-2019	MOKRIA, MULUGETA GEMI/0000-0002-7812-8296			Tree dieback affects climate change mitigation potential of a dry afromontane forest in northern Ethiopia								FOREST ECOLOGY AND MANAGEMENT				344				73	83		10.1016/j.foreco.2015.02.008				MAY 15 2015	2015	Extreme climatic events such as droughts are likely to result in huge and long-lasting effects on regional ecosystem health if large numbers of foundation tree species continue to die. Although deforestation is severe in the Ethiopian highlands, some remnants of dry afromontane forests still exist. However, the resilience of these forests under climate change scenarios is unknown. Therefore, we studied (1) the extent and spatial patterns of standing dead stems along an elevational gradient and (2) the effects of dieback on forest carbon sequestration potential and aboveground carbon stocks, in Juniperus procera and Olea europaea dominated dry afromontane forest in northern Ethiopia, using allometric models combined with tree ring analysis. Juniperus procera and Olea europaea constitute 67% of the total tree population. Tree dieback affected a quarter of the total population. This loss is critical because 92.2% of snags belong to J. procera and O. europaea, which are the foundation species of the study forest. The total estimated mean aboveground C-stock was 19.3 (+/- 3.9) Mg C ha(-1). Of this estimate, snags contributed 34.5% of total C-stock. The estimated annual C-sequestration potential of the study forest was 0.33 (+/- 0.03) Mg C ha(-1) year(-1), which is 27% less when compared to the pre-tree dieback C-sequestration potential. We found a decreasing trend in tree dieback with increasing elevation, which implies that the aboveground C-stocks and climate change mitigation potentials of the forest, was highly affected at lower elevations which is the drier part of the landscape. Tree ring analysis showed that trees reach medium-sized stem diameter (i.e., 20-25 cm) after no less than 100 years, indicating that the effect of forest dieback on C-sequestration potential and ecosystem function is long-lasting. Our results provide information on the magnitude of tree dieback and its long-lasting impact on forest carbon fluxes and forest ecosystem services. Evidently, the results substantiate the importance of protecting such forest to maintain the quality of the environment and to reduce efforts and cost for forest restoration after major loss. Finally, the information gained by this study provides baseline information for comparison of future carbon sequestration estimates. (C) 2015 Elsevier B.V. All rights reserved.									18	1	0	11	0	18	0	47	0378-1127	1872-7042		WOS:000351974300008		
J	Rantala, Salla; Kontinen, Tiina; Korhonen-Kurki, Kaisa; Mustalahti, Irmeli				Kontinen, Tiina/L-8235-2019	Rantala, Salla/0000-0002-8135-4569			Equity in REDD plus : Varying logics in Tanzania								ENVIRONMENTAL POLICY AND GOVERNANCE				25	3			201	212		10.1002/eet.1669				MAY-JUN 2015	2015	Equity is frequently cited as one of the key design aspects of environmental governance regimes. In the context of Reduced Emissions from Deforestation and Forest Degradation (REDD+), a forest-based climate change mitigation instrument, the manner in which equity' is understood will be of critical importance for the impacts and acceptance of REDD+policies and initiatives. Whereas the concept has been extensively studied in the academic literature, references to equity in REDD+policy debates and documents are often vague, leaving room for various interpretations and modes of implementation. In our case study of the Tanzanian national REDD+policy domain, we provide a conceptual framework based on an institutional logics approach for analysing the various underlying rationalities in the equity in REDD+' debate. We apply it to demonstrate how the involved policy actors draw from heterogeneous equity logics in their support for and opposition to different governance models, highlighting the importance of precise contextualization and operationalization of broad international principles in national REDD+initiatives. Copyright (c) 2015 John Wiley & Sons, Ltd and ERP Environment.									5	0	0	1	0	5	0	21	1756-932X	1756-9338		WOS:000356974600004		
J	Sugita, Masaki; Takahashi, Takuya								Influence of Corporate Culture on Environmental Management Performance: An Empirical Study of Japanese Firms								CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT				22	3			182	192		10.1002/csr.1346				MAY-JUN 2015	2015	This paper investigates the relationships between the scores of 109 Japanese corporations found in the NIKKEI environmental management ranking survey and the corporate culture of each firm. Corporate culture is measured with the instrument developed by Cameron and Quinn (2006). The instrument measures corporate culture in terms of four categories: clan culture, adhocracy culture, hierarchy culture, and market culture. The results indicate that adhocracy culture has statistically significant positive relationships with the management system, product development, and climate change mitigation aspects of environmental management or sustainability management. Excessive hierarchy culture has a negative relationship with the overall score of environmental management. An appropriate combination of hierarchy culture and adhocracy culture enhances the overall score. Copyright (c) 2013 John Wiley & Sons, Ltd and ERP Environment									11	0	0	0	0	11	7	62	1535-3958	1535-3966		WOS:000353925800005		
J	Liu, Xuezhong; Zhang, Tianlong; Zhang, Rui; Bai, Yonggang; Ding, Xiaoxia; Zhao, Dan; Wang, Chenxing; Wang, Fangwen; Chen, Tangze								The Effect of the Marine Environment on the Stator Insulation System of an Offshore Wind Turbine Generator								IEEE ELECTRICAL INSULATION MAGAZINE				31	3			10	17		10.1109/MEI.2015.7089117				MAY-JUN 2015	2015										5	0	0	0	0	5	0	8	0883-7554	1558-4402		WOS:000353567000004		
J	Bruegger, Adrian; Morton, Thomas A.; Dessai, Suraje				Dessai, Suraje/D-4219-2009; Brugger, Adrian/E-4252-2014	Dessai, Suraje/0000-0002-7879-9364; Brugger, Adrian/0000-0003-0026-3153; /0000-0002-7577-7047			Hand in Hand: Public Endorsement of Climate Change Mitigation and Adaptation								PLOS ONE				10	4					e0124843	10.1371/journal.pone.0124843				APR 29 2015	2015	This research investigated how an individual's endorsements of mitigation and adaptation relate to each other, and how well each of these can be accounted for by relevant social psychological factors. Based on survey data from two European convenience samples (N = 616/309) we found that public endorsements of mitigation and adaptation are strongly associated: Someone who is willing to reduce greenhouse gas emissions (mitigation) is also willing to prepare for climate change impacts (adaptation). Moreover, people endorsed the two response strategies for similar reasons: People who believe that climate change is real and dangerous, who have positive attitudes about protecting the environment and the climate, and who perceive climate change as a risk, are willing to respond to climate change. Furthermore, distinguishing between (spatially) proximal and distant risk perceptions suggested that the idea of portraying climate change as a proximal (i.e., local) threat might indeed be effective in promoting personal actions. However, to gain endorsement of broader societal initiatives such as policy support, it seems advisable to turn to the distant risks of climate change. The notion that "localising" climate change might not be the panacea for engaging people in this domain is discussed in regard to previous theory and research.									15	0	0	2	0	15	0	24	1932-6203			WOS:000353711600106	25922938	
J	Roman-Figueroa, Celian; Paneque, Manuel				Paneque, Manuel/A-6930-2015	Paneque, Manuel/0000-0002-8731-0233; Roman-Figueroa, Celian/0000-0001-6237-7805			Ethics and Biofuel Production in Chile								JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS				28	2			293	312		10.1007/s10806-015-9535-1				APR 2015	2015	Chile needs to diversify its energy supply, and should establish policies that encourage the production and use of biofuels. The demand for energy resources increases with population growth and industrial development, making it urgent to find green alternatives to minimize the impacts of greenhouse gas (GHG) emissions of traditional fuels. However, it is required that sophisticated strategies consider all externalities from the production of biofuels and should be established on the basis of protecting the environment, reducing GHG emissions and to avoid violating human rights. This article presents the Chilean reality, based on ethical principles that should be guarded to regulate the bioenergy market. These principles are: (1) human rights, (2) environmental sustainability, (3) climate change mitigation, (4) right to a fair reward, and (5) equitable distribution. It is concluded that in Chile the concentration of land and water for the development of extractive industries; and for agricultural and forestry purposes, contradicts the principle of human rights. The unequal distribution of income is also highlighted as part of a cycle of social injustice, with a high Gini coefficient (0.52). However, the policy of biofuels can be strengthened with the early use of second generation feedstock, the introduction of fair trade and regulation by the state to encourage participation of small farmers, and allows a position for Chile at the forefront of bioenergy production.									8	0	0	0	0	8	0	63	1187-7863	1573-322X		WOS:000352209100006		
J	Hernandez, Rebecca R.; Hoffacker, Madison K.; Field, Christopher B.								Efficient use of land to meet sustainable energy needs								NATURE CLIMATE CHANGE				5	4			353	358		10.1038/nclimate2556				APR 2015	2015	The deployment of renewable energy systems, such as solar energy, to achieve universal access to electricity, heat and transportation, and to mitigate climate change is arguably the most exigent challenge facing humans today(1-4). However, the goal of rapidly developing solar energy systems is complicated by land and environmental constraints, increasing uncertainty about the future of the global energy landscape(5-7). Here, we test the hypothesis that land, energy and environmental compatibility can be achieved with small-and utility-scale solar energy within existing developed areas in the state of California (USA), a global solar energy hotspot. We found that the quantity of accessible energy potentially produced from photovoltaic (PV) and concentrating solar power (CSP) within the built environment ('compatible') exceeds current statewide demand. We identify additional sites beyond the built environment ('potentially compatible') that further augment this potential. Areas for small-and utility-scale solar energy development within the built environment comprise 11,000-15,000 and 6,000 TWh yr(-1) of PV and CSP generation-based potential, respectively, and could meet the state of California's energy consumptive demand three to five times over. Solar energy within the built environment may be an overlooked opportunity for meeting sustainable energy needs in places with land and environmental constraints.									30	0	0	8	1	30	2	58	1758-678X	1758-6798		WOS:000351842100020		
J	Anderson, John E.; Wulfhorst, Gebhard; Lang, Werner								Energy analysis of the built environment-A review and outlook								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				44				149	158		10.1016/j.rser.2014.12.027				APR 2015	2015	The built environment is responsible for significant use of final energy (62%) and is a major source of greenhouse gas emissions (55%). Achieving environmental goals, including climate change mitigation, requires comprehensive methodologies to accurately assess the impacts from this sector. Research to date focuses on either individual buildings or on the urban level (e.g., metropolitan regions). Robust and accurate methodologies have been developed to quantify environmental impacts at both scales. While methodologies overlap between the building and urban levels, assessment remains largely confined within each scale. At the building level, research focuses on materials, architectural design, operational systems, structural systems, construction, and analysis methods. At the urban scale, urban form, density, transportation, infrastructure, consumption, and analysis methods are the main research focuses. The paper presents the major findings at each scale. The work then argues for an expanded analysis framework to account for the interplay between the building and city level captured through a new impact category: induced impacts. This new framework is necessary to address actual patterns of construction (new buildings or retrofits within existing cities) and to quantify currently missing impacts. Based on the findings, a new methodology to capture induced impacts in the built environment is outlined. Finally, practical and policy implications are discussed. Inclusion of induced impacts is critical to achieve environmental objectives within the building sector and beyond. (C) 2014 Elsevier Ltd. All rights reserved.									65	1	0	2	0	65	4	71	1364-0321			WOS:000351324300013		
J	Maninder, J. K.; Singh, L.								TECHNOLOGICAL INTERVENTIONS FOR LIVELIHOOD DEVELOPMENT AND CLIMATE CHANGE MITIGATION IN INDIAN NORTH-WESTERN HIMALAYAS								GLOBAL NEST JOURNAL				17	1	SI		50	60						MAR 2015	2015	The technology transfer for rural livelihood development had greater impact to protect microclimatic conditions which further affects the microflora and microbial activities to larger extent in the Indian Himalayan Region (IHR). The technological interventions were made by the Himalayan Research Group organization which helped in economic upliftment of rural poor, women empowerment and in environment protection in hill region. The major activities are Passive Solar Retrofitting (namely, Thermosyphoning Air heat Panel (TAP), Trombe Wall (TW), and Sun Spaces (SS)) fodder development, vermicompost biotechnology, button mushroom cultivation and protected cultivation for climate change mitigation and adaptations. The solar retrofits reduced estimated 4.97 tones carbon emission per household during six winter months which helped in reducing the fuel wood consumption. Improved varieties of different fodder spp. were introduced for year round green fodder availability and reduce soil erosion and reduction in tree lopping. Fodder choppers and silage preparation was popularized to contain the fodder wastage. Vermicompost biotechnology was popularized among farmers to reduce the use of chemical fertilizers for improving the quality of soil. The button mushroom cultivation was used for conversion of agriculture residue into compost making by reducing crop residue burning which increases carbon emission. Protected cultivation in local made polyhouse was popularized to generate maximum returns from small piece of land through cut flower and vegetable cultivation and by raising plant nurseries.									0	0	0	0	0	0	0	14	1790-7632			WOS:000352254200006		
J	Montingelli, M. E.; Tedesco, S.; Olabi, A. G.					Tedesco, Silvia/0000-0003-2447-3673; Olabi, Abdul Ghani/0000-0001-9209-3619			Biogas production from algal biomass: A review								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				43				961	972		10.1016/j.rser.2014.11.052				MAR 2015	2015	The objective of this work is to provide a comprehensive study on algal biomass as feedstock for biogas production. Algae-derived biofuels are seen as one of the most promising solutions to mitigate climate change and as alternative to fast depleting of fossil fuels and oil reserves. Microalgae and macroalgae underwent an intense academic and industrial research, thanks to their capability to overcome the drawbacks related to the first and second generations of biomass resources. Major advantages of algae are: no competition with food crops for arable land, high growth rates, low fractions of lignin which reduces the need for energy-intensive pretreatment and compatibility with biorefinery approach implementation. However, some disadvantages such as the presence of high water content, seasonal chemical composition and the occurrence of inhibitory phenomena during anaerobic digestion, make algal biofuels not yet economically feasible although they are more environment friendly than fossil fuels. (C) 2014 Elsevier Ltd. All rights reserved.									110	3	0	49	0	112	6	257	1364-0321			WOS:000348880600075		
J	Li, Jun; Shui, Bin								A comprehensive analysis of building energy efficiency policies in China: status quo and development perspective								JOURNAL OF CLEANER PRODUCTION				90				326	344		10.1016/j.jclepro.2014.11.061				MAR 1 2015	2015	This article is concerned with a comprehensive analysis of building energy efficiency policies in light of improvements in energy performance, living standards and climate change mitigation in China's built environment. In recent years, China has added about 1.7 billion square meters of new floor space in both urban and rural areas on an annual basis. In 2010, the total area of existing buildings in China was approximately 48.6 billion square meters, nearly twice the total of existing buildings areas in the European Union. How to improve energy efficiency in the soaring number of new buildings and accelerate the retrofit of the huge number of existing buildings are two daunting challenges currently facing China in terms of energy security and climate change mitigation at a global level. China has gradually altered the building energy efficiency policy portfolio, from a purely regulatory approach with a mandatory building code at the initial stage to voluntary green buildings initiatives. This paper is structured as a critical assessment of building energy efficiency policies for new and existing buildings. Both strengths and weaknesses of the implemented energy efficiency policies are detailed in each of the studied areas. It also discusses the dilemma of public games in green and sustainable buildings production in the context of Chinese economic development and societal transition. The analysis emphasises the importance of guaranteeing the consistency between policies in the current regulatory framework to maximise the effectiveness of energy efficiency policies in the built environment in China. For this, it is necessary to articulate building energy efficiency policies implementation and broader energy and climate policies. This integrative study provides both a retrospective assessment and prospective direction of building energy efficiency policy development in China. (C) 2014 Elsevier Ltd. All rights reserved.									56	0	0	2	0	56	8	76	0959-6526	1879-1786		WOS:000350084000032		
J	Pedro, Mariana Silva; Rammer, Werner; Seidl, Rupert					Seidl, Rupert/0000-0002-3338-3402			Tree species diversity mitigates disturbance impacts on the forest carbon cycle								OECOLOGIA				177	3			619	630		10.1007/s00442-014-3150-0				MAR 2015	2015	Biodiversity fosters the functioning and stability of forest ecosystems and, consequently, the provision of crucial ecosystem services that support human well-being and quality of life. In particular, it has been suggested that tree species diversity buffers ecosystems against the impacts of disturbances, a relationship known as the "insurance hypothesis". Natural disturbances have increased across Europe in recent decades and climate change is expected to amplify the frequency and severity of disturbance events. In this context, mitigating disturbance impacts and increasing the resilience of forest ecosystems is of growing importance. We have tested how tree species diversity modulates the impact of disturbance on net primary production and the total carbon stored in living biomass for a temperate forest landscape in Central Europe. Using the simulation model iLand to study the effect of different disturbance regimes on landscapes with varying levels of tree species richness, we found that increasing diversity generally reduces the disturbance impact on carbon storage and uptake, but that this effect weakens or even reverses with successional development. Our simulations indicate a clear positive relationship between diversity and resilience, with more diverse systems experiencing lower disturbance-induced variability in their trajectories of ecosystem functioning. We found that positive effects of tree species diversity are mainly driven by an increase in functional diversity and a modulation of traits related to recolonization and resource usage. The results of our study suggest that increasing tree species diversity could mitigate the effects of intensifying disturbance regimes on ecosystem functioning and improve the robustness of forest carbon storage and the role of forests in climate change mitigation.									35	2	0	27	0	37	2	99	0029-8549	1432-1939		WOS:000350033500001	25526843	
J	Wu, Grace C.; Torn, Margaret S.; Williams, James H.				Torn, Margaret S/D-2305-2015	Torn, Margaret S/0000-0002-8174-0099; Wu, Grace C./0000-0002-8290-119X			Incorporating Land-Use Requirements and Environmental Constraints in Low-Carbon Electricity Planning for California								ENVIRONMENTAL SCIENCE & TECHNOLOGY				49	4			2013	2021		10.1021/es502979v				FEB 17 2015	2015	The land-use implications of deep decarbonization of the electricity sector (e.g., 80% below 1990 emissions) have not been well-characterized quantitatively or spatially. We assessed the operational-phase land-use requirements of different low-carbon scenarios for California in 2050 and found that most scenarios have comparable direct land footprints. While the per MWh footprint of renewable energy (RE) generation is initially higher, that of fossil and nuclear generation increases over time with continued fuel use. We built a spatially explicit model to understand the interactions between resource quality and environmental constraints in a high RE scenario (>70% of total generation). We found that there is sufficient land within California to meet the solar and geothermal targets, but areas with the highest quality wind and solar resources also tend to be those with high conservation value. Development of some land with lower conservation value results in lower average capacity factors, but also provides opportunity for colocation of different generation technologies, which could significantly improve land-use efficiency and reduce permitting, leasing, and transmission infrastructure costs. Basing siting decisions on environmentally-constrained long-term RE build-out requirements produces significantly different results, including better conservation outcomes, than implied by the current piecemeal approach to planning.									6	0	0	1	0	6	0	22	0013-936X	1520-5851		WOS:000349806400005	25541644	
J	Remoundou, Kyriaki; Diaz-Simal, Pedro; Koundouri, Phoebe; Rulleau, Benedicte					Rulleau, Benedicte/0000-0002-3659-5769			Valuing climate change mitigation: A choice experiment on a coastal and marine ecosystem								ECOSYSTEM SERVICES				11				87	94		10.1016/j.ecoser.2014.11.003				FEB 2015	2015	This paper adds to a limited literature eliciting willingness to pay (WTP) for mitigation measures against natural hazards caused by climate change, on coastal and marine environments. Our case study is Santander, a coastal region in Northern Spain. The case-study specific natural hazards concern (a) sea-level rise, high tides and extreme wave events that lead to floods and beach erosion, (b) rise in sea temperature that leads to invasive jellyfish blooms and changes in native biodiversity. In particular, we employ a choice experiment (CE) to elicit the value locals place on improvements, through the implementation of appropriate mitigation measures, in biodiversity, recreational opportunities and on decreases in health risks associated with jellyfish blooms. Results suggest that people value positively benefits in terms of increased biodiversity and recreation opportunities, as well as health risk reductions, and point to interesting policy implications. (C) 2014 Published by Elsevier B.V.									10	0	0	2	0	10	3	28	2212-0416			WOS:000363663400011		
J	Cioca, Lucian-Ionel; Ivascu, Larisa; Rada, Elena Cristina; Torretta, Vincenzo; Ionescu, Gabriela				Rada, Elena Cristina/AAA-8329-2019; Ivascu, Larisa/E-5644-2016; Cioca, Lucian/B-5517-2012; Ionescu, Gabriela/X-2309-2019	Ivascu, Larisa/0000-0003-1506-5467; Cioca, Lucian/0000-0002-5467-9114; Ionescu, Gabriela/0000-0001-9072-2709; Torretta, Vincenzo/0000-0002-7594-1169			Sustainable Development and Technological Impact on CO2 Reducing Conditions in Romania								SUSTAINABILITY				7	2			1637	1650		10.3390/su7021637				FEB 2015	2015	Climate change is a reality all over the world, and its complexity is increasing. Therefore, sustainability has become a national and international concern, ingrained in many organizational processes. The ability of organizations to respond to sustainability concerns is sometimes hindered by the complexity of integrating sustainability into business models and by the need to rethink their strategic directions. In Romania, sustainable development has become a priority for businesses, but even though companies are showing some concern, there are yet to demonstrate any full commitment (they are mainly concerned with areas such as society and the environment). This paper assesses Romania's involvement in the adoption of actions directed toward the reduction of pollutants and greenhouse gases, namely actions focused on reducing the main causes of pollution. This analysis compares the situation in Romania with that of the European Union. The main concerns can be categorized according to four sectors, which produce the highest quantity of carbon dioxide emissions in the world: the energy sector, the transport sector, the waste sector and the industry sector. The last section of this paper deals with the carbon footprint of Romania and its implications.					Sustainable Asia Conference 2014Sustainable Asia Conference 2014	APR 23-25, 2014APR 23-25, 2014		Nanchang, PEOPLES R CHINANanchang, PEOPLES R CHINA	39	0	0	3	0	39	1	27	2071-1050			WOS:000350217700031		
J	Ouboukhlik, Maria; Saengkaew, Sawitree; Fournier-Salauen, Marie-Christine; Estel, Lionel; Grehan, Gerard				Estel, Lionel/K-9936-2019	Estel, Lionel/0000-0002-4444-5509			LOCAL MEASUREMENT OF MASS TRANSFER IN A REACTIVE SPRAY FOR CO2 CAPTURE								CANADIAN JOURNAL OF CHEMICAL ENGINEERING				93	2	SI		419	426		10.1002/cjce.22123				FEB 2015	2015	CO2 capture is still a major challenge for the environment and decarbonization of gas streams. It has been industrially feasible for several decades using chemical absorption by alkanolamine solvents. The purpose of this work is to characterize the mass transfer in a spray contactor during CO2 absorption using monoethanolamine as a solvent. A new, effective way to investigate mass transfer is to measure the refractive index during the reactive absorption. Indeed, the concentration and temperature evolution inside the droplet during absorption induces a modification of the refractive index. By using rainbow refractometry technique (GRT), the liquid side mass transfer coefficient was measured in a controlled gas atmosphere during a transfer process in aqueous 30% (w/w) monoethanolamine and compared to the literature.									10	2	0	0	0	11	2	21	0008-4034	1939-019X		WOS:000348569300029		
J	Wicaksana, I. Gede Wahyu								Indonesia's Policy on Climate Change Mitigation: Constraints and Solutions								ADVANCED SCIENCE LETTERS				21	2			216	218		10.1166/asl.2015.5858				FEB 2015	2015	Recently the impact of climate change has been an increasingly important policy issue to the Indonesian government. It makes serious programs to support the global climate change mitigation action. This article is aimed at analyzing the application of Indonesia's climate change policy. The focus is on crucial problems that constrain its effectiveness both at international and domestic levels. The discussions indicate that Indonesia's multilateral diplomacy to protect the environment is affected by the rise of global power politics as the consequence of the contestation between China and the United States. Meanwhile, internal actions are hindered by the complex social, economic, and cultural barriers. The efficacy of the policy is considerably weakened. To conclude, however, this author tries to offer some potential solutions for strategic planning and policy improvement					1st International Conference on Science and Technology Applications in Climate Change (STACLIM)1st International Conference on Science and Technology Applications in Climate Change (STACLIM)	NOV 17-18, 2014NOV 17-18, 2014		INDONESIAINDONESIA	1	0	0	0	0	1	0	5	1936-6612	1936-7317		WOS:000356753200024		
J	Nunes, Paulo A. L. D.; Gowdy, John								Marine economics and policy related to ecosystem services: Lessons from the world's regional seas								ECOSYSTEM SERVICES				11				1	4		10.1016/j.ecoser.2015.02.001				FEB 2015	2015										1	0	0	0	0	1	0	13	2212-0416			WOS:000363663400001		
J	Elmer, Theo; Worall, Mark; Wu, Shenyi; Riffat, Saffa B.				woralll, mark/P-3526-2016	woralll, mark/0000-0001-6638-8456; Elmer, Theo/0000-0001-8901-9266			Fuel cell technology for domestic built environment applications: State of-the-art review								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				42				913	931		10.1016/j.rser.2014.10.080				FEB 2015	2015	Fuel cells produce heat when generating electricity, thus they are of particular interest for combined heat and power (CHP) and combined cooling heat and power (CCHP) applications, also known as trigeneration systems. CHP and tri-generation systems offer high energy conversion efficiency and hence the potential to reduce fuel costs and CO2 emissions. This article serves to provide a state-of-the-art review of fuel cell technology operating in the domestic built environment in CHP and tri-generation system applications. The review aims to carry out an assessment of the following topics: (1) the operational advantages fuel cells offer in CHP and tri-generation system configurations, specifically, compared to conventional combustion-based technologies such as Stirling engines, (2) how decarbonisation, running cost and energy security in the domestic built environment may be addressed through the use of fuel cell technology, and (3) what has been done to date and what needs to be done in the future. The article commences with a review of fuel cell technology, then moves on to examine fuel cell CHP systems operating in the domestic built environment, and finally explores fuel cell tri-generation systems in domestic built environment applications. The article concludes with an assessment of the present development of, and future challenges for, domestic fuel cells operating in CHP and trigeneration systems. As fuel cells are an emergent technology the article draws on a breadth of literature, data and experience, mostly from the United Kingdom, Germany, Japan, America and Australia.Fuel cells are a technology of the future here today, providing a change in the way heat and power are supplied to end users. Fuel cells operating in CHP and tri-generation systems in domestic built environment applications could finally provide the means by which energy generation can transfer from centralised to decentralised locales in a sustainable and effective manner. (C) 2014 Elsevier Ltd. All rights reserved.									97	4	0	2	0	99	5	122	1364-0321			WOS:000348084800067		
J	Cherubini, Edivan; Zanghelini, Guilherme Marcelo; Freitas Alvarenga, Rodrigo Augusto; Franco, Davide; Soares, Sebastiao Roberto				Cherubini, Edivan/X-5483-2019; Zanghelini, Guilherme/I-5231-2015; Soares, Sebastiao/C-1211-2017; Cherubini, Edivan/O-9496-2014	Cherubini, Edivan/0000-0001-7363-6075; Zanghelini, Guilherme/0000-0002-5488-6279; Cherubini, Edivan/0000-0001-7363-6075; Alvarenga, Rodrigo/0000-0002-6597-6421; Soares, Sebastiao Roberto/0000-0003-0883-5312			Life cycle assessment of swine production in Brazil: a comparison of four manure management systems								JOURNAL OF CLEANER PRODUCTION				87				68	77		10.1016/j.jclepro.2014.10.035				JAN 15 2015	2015	Population growth and the consequent increase in food demand will certainly intensify the threat to the environment. Brazil, the fourth largest producer and exporter of swine meat, has an important role to ensure the fulfillment of the goals of food security and climate change mitigation. Therefore, the aim of this study was to evaluate the environmental impact of swine production in Brazil based on life cycle assessment, comparing four manure management systems: liquid manure storage in slurry tanks; the biodigestor by flare; the biodigestor for energy purposes; and composting. Additionally, we performed a Monte Carlo simulation to evaluate the uncertainty due to different emissions factors to estimate nitrogen-related emissions from the manure-handling stage. The functional unit considered was 1000 kg of swine carcass in the equalization chamber for cutting or further distribution. The results indicated an environmental profile of swine production in Brazil of 3503.29 kg of CO2 eq. for climate change, 76.13 kg of SO2 eq. for terrestrial acidification, 2.15 kg of P eq. for freshwater eutrophication, 12.33 kg of N eq. for marine eutrophication, 21,521.12 MJ for cumulative energy demand, 1.63 kg of 1.4-DB eq. for terrestrial ecotoxicity, 1706.26 BDP for biodiversity damage potential and 14.99 m(2) for natural land transformation. Feed production had a significant contribution with a range of 17.6-99.5% for all environmental impact categories. Deforestation represented 9.5 and 31.3% of the total impacts for cumulative energy demand and climate change, respectively. Therefore, avoiding the use of grain from deforested areas can significantly decrease the impacts for these impact categories. Regarding the uncertainty analysis, we observed greater variations for terrestrial acidification in slurry tanks, biodigestor by flare and for energy purposes, while for the case of composting, major uncertainties were observed for climate change. For manure management systems, efforts should be made to reduce the emissions of methane in the storage and ammonia in the field application. In this sense, the comparative life cycle assessment indicated that the biodigestor for energy purposes had the best environmental performance for almost all the environmental impacts, mainly due to the biogas capture and the potential of energy saves. Nevertheless, if the goal is to decrease the impacts for terrestrial acidification and marine eutrophication, the slurry tanks is the most preferable scenario compared to all alternative options. (C) 2014 Elsevier Ltd. All rights reserved.									46	0	0	17	5	46	3	112	0959-6526	1879-1786		WOS:000347493700009		
B	Li, Ying; Lukszo, Zofia; Weijnen, Margot			IEEE					Trade-offs between energy-environmental-economic objectives for China's power decarbonization policies								2015 IEEE EINDHOVEN POWERTECH															2015	2015	This study investigates the energy implications of various pathways of China's power decarbonization in terms of RES power penetration and coal consumption. It complements our previous work in [1] which stressed the economic effectiveness and CO2 emission reductions. Based on the results of these two works, here we analyze the trade-offs of the energy-environmental-economic (3E) objectives of the pathways. We find that although CCS technology can help achieve a cost effective and a high degree of CO2 emission abatement, it results in an additional coal consumption and cost disadvantages of RES power. Accordingly, if China heavily relies on CCS technology to achieve power decarbonization, the long-term energy sustainability is undermined. The challenges for policy makers are therefore to design comprehensive packages which are mutually reinforcing or at least compatible with acceptable costs in achieving the 3E objectives for the power decarbonization. With an empirical review of the past policy designs, we also find that China favors energy sustainability, yet neglecting the economic effectiveness and CO2 emissions. The institutional environment including the government's attitudes towards climate change, the development of ETS market and the reforms on electricity price, will largely influence the deployment of low-carbon technologies and thus the pathways of power decarbonization.					PowerTech, 2015 IEEE EindhovenPowerTech, 2015 IEEE Eindhoven	JUN 29-JUL 02, 2015JUN 29-JUL 02, 2015		Eindhoven, NETHERLANDSEindhoven, NETHERLANDS	0	0	0	0	0	0	0	2			978-1-4799-7695-9	WOS:000380546800571		
